source,edit,sentence,labels,short answer
Microscopes,0,Generate: What is a lightbulb called in an optical microscope?,"In an optical microscope, a bright light source is needed for clear, visible viewing. Usually this light source is a lightbulb located below the stage and is called the illuminator.",illuminator
Microscopes,0,Generate: What were the only type of microscopes until the 20th century?,Optical microscopes were the only type of microscopes until the 20th century.,Optical microscopes
Microscopes,1,Generate: What was the name of the device using electron streams in vacuums in the late 19th and early 20th centuries?,Research into electron streams in vacuums in the late 19th and early 20th centuries led to a device called the cathode ray tube.,cathode ray tube
Microscopes,1,Generate: What does do a cathode ray tube do?,A cathode ray tube can direct a stream of electrons utilizing electricity and magnetism.,cathode ray tube
Microscopes,0,Generate: What is the most common application of the cathode ray tube?,The most common application of the cathode ray tube is the television.,television
Microscopes,1,Generate: What is a use of cathode ray tube?,"A use for cathode ray tubes is looking at how the stream of electrons bounces off objects, much like SONAR underwater.",SONAR
Microscopes,0,Generate: What revolutionized what it meant to look at small objects?,The invention of the electron microscope revolutionized what it meant to look at small objects.,electron microscope
Microscopes,0,Generate: How many times did the magnification of the electron microscope increase?,"The level of magnification in the 19th century was 1500 times, and thanks to the electron microscope, that increased to 10,000,000 times.","10,000,000 times"
Food-Storage,0,Generate: What can be one of the greatest preventatives in foodborne illness?,Correct food preparation and storage can be one of the greatest preventatives in foodborne illness.,food preparation and storage
Food-Storage,1,Generate: How can we decrease food poisoning?,"If food is handled properly and prepared at appropriate temperatures, then the likelihood of contracting food poisoning becomes much less.",food
Food-Storage,1,Generate: What happen if care isn’t taken at every stage of food handling and preparation?,"If care isn’t taken at every stage of food handling and preparation, then the risk of food contamination increases.",food contamination
Food-Storage,1,Generate: When does proper storage of turkey begin?,Proper storage of turkey doesn’t begin after dinner is over; instead it begins when your family buys the bird at the store.,turkey
Food-Storage,1,Generate: How do we store turkey until prepared?,Turkey must remain frozen and stored at a proper temperature until prepared.,frozen
Food-Storage,1,Generate: When does meat cause a food borne illness?,"If a turkey’s storage temperature dips into the “danger zone,” then the probability of the meat causing a foodborne illness grows.",turkey
Food-Storage,0,Generate: What is a danger zone for food?,The range of temperature between 5 degrees Celsius and 60 degrees Celsius is a danger zone for food.,between 5 degrees Celsius and 60 degrees Celsius
Food-Storage,0,Generate: In what temperature range can bacteria grow and multiply at alarming rates?,"Within the 5-60 degree Celsius temperature range, bacteria can grow and multiply at alarming rates.",5-60 degree Celsius
Food-Storage,1,Generate: Do food contain bacteria?,"Although all food contains a certain number of bacteria, the number of bacteria is generally too low to harm healthy humans.",too low
Food-Storage,1,Generate: How many bacteria increase when food is left in the danger zone?,"When food is left in the danger zone, it is possible for bacteria to multiply every 10-30 minutes which means that food with only two bacterium cells can number in the millions in less than 8 hours.",10-30 minutes
Food-Storage,0,Generate: How many bacteria would be enough to make a human sick?,Millions of bacteria would certainly be enough bacteria to make a human sick.,Millions
Food-Storage,1,Generate: Can proper food storage and temperature guarantee the eradication of food borne illness?,"Although proper food storage and temperature won’t guarantee the eradication of foodborne illness, it certainly can aid in keeping the consumer healthy.",food storage and temperature
Food-Storage,1,Generate: How do we store food that is removed from the original packaging?,Food that is removed from the original packaging must be stored in a clean air-tight container.,clean air-tight container
Food-Storage,1,Generate: What can slows the rate at which microbes reproduce and reduce food borne illness?,"Refrigeration slows the rate at which microbes reproduce, making it more difficult for foodborne illness to be present.",slows
Food-Storage,1,Generate: When can cross-contamination occur?,Cross-contamination can occur when liquid from raw meat is combined with food that is already prepared.,Cross-contamination
Food-Storage,1,Generate: What is the temperature range in Fahrenheit considered as the danger zone?,The temperature between 40 degrees Fahrenheit and 140 degrees Fahrenheit is considered the “danger zone.”,the “danger zone.”
Food-Storage,1,Generate: How long can food be left out at room temperature?,Food should not be left out at room temperature for more than two hours.,two hours
Food-Storage,1,Generate: How long is the amount of time that food can safely remain in a hot vehicle?,"When loading groceries into a hot vehicle, the amount of time that food can safely remain inside the car is reduced to one hour.",one hour
Food-Storage,1,Generate: How do we handle raw vegetables and fruits after cutting?,Foods such as raw vegetables and fruits must be covered with either plastic wrap or aluminum foil after cutting in order to limit the possibility of contamination.,plastic wrap or aluminum foil
Prevention-of-Diseases,0,Generate: Disease prevention is important for maintaining what?,Disease prevention is important for maintaining a healthy society.,a healthy society
Prevention-of-Diseases,2,Generate: How many ways are there to avoid spreading infectious diseases?,There are two main ways to avoid spreading infectious diseases: avoiding physical contact with the source of infection and vaccinations.,two
Prevention-of-Diseases,0,Generate: What is one way diseases are transmitted?,Physical contact is one way diseases are transmitted.,Physical contact
Prevention-of-Diseases,0,Generate: What is an important way to remove microorganisms?,Properly washing hands is an important way to remove microorganisms.,washing hands
Prevention-of-Diseases,0,Generate: What is a strategy to prevent the transmission of infections?,Avoiding contact with those who are coughing and sneezing is a strategy to prevent the transmission of infections.,coughing and sneezing
Prevention-of-Diseases,0,Generate: What should be avoided to avoid spreading infections?,"To avoid spreading infections, physical contact with infected bodily fluids should be avoided.",physical contact with infected bodily fluids
Prevention-of-Diseases,1,Generate: What is another way diseases can be prevented?,Vaccinations are a way diseases may be prevented.,Vaccinations
Prevention-of-Diseases,1,Generate: Can vaccines help prevent diseases?,Vaccines help prevent diseases such as polio and measles.,polio and measles
Prevention-of-Diseases,0,Generate: What involves injecting a weak or dead form of the pathogen into a patient?,Vaccination involves injecting a weak or dead form of the pathogen into a patient.,Vaccination
Prevention-of-Diseases,1,"Generate: When the human or animal body is vaccinated, what happens?","When vaccinated, the human or animal body recognizes the infection and makes antibodies to destroy it.",the human or animal body
Prevention-of-Diseases,0,Generate: What will fight the infection if the body encounters the disease again after vaccination?,"If the body encounters the disease again after vaccination, the cells will fight the infection again.",the cells
Prevention-of-Diseases,0,Generate: How are the chances of infection reduced?,The chances of infection are decreased by avoiding physical contact and by using vaccines.,avoiding physical contact
SalmonellosisPoster,1,Generate: What is salmonellosis?,Salmonellosis is a bacterial infection.,Salmonellosis
SalmonellosisPoster,1,Generate: What are the symptoms of salmonellosis?,"The symptoms of salmonellosis are vomiting, fever, and diarrhea.",salmonellosis
SalmonellosisPoster,1,Generate: How do we treat or prevent salmonellosis?,The way to treat or prevent salmonellosis is with rest.,salmonellosis
VirusReproductionPoster,1,Generate: How does a virus use the host cell’s functions?,"Once inside a cell, a virus uses the host cell's functions to make its own proteins and genetic material.",a virus
VirusReproductionPoster,1,Generate: What does a virus use to make its own proteins and genetic material?,A virus uses the host cell's functions to make proteins and genetic material that are used to make a copy of the virus.,A virus
